Day,Country Name,Operator Name,Attempts,Answered,A-Release %,NER,ASR,ConV Time (Min),ACT (Sec),CST (Sec)
25-10-2021,Switzerland,Switzerland-Swisscom-CHEC1,214,104,1.49%,98.13%,48.60%,263,152,4.33
25-10-2021,Philippines,Philippines-Globe-PHLGT,150,29,3.52%,98.00%,19.33%,253,522,5.32
25-10-2021,France,France-SFR-FRAF2,142,63,2.16%,100.00%,44.37%,244,233,3.19
25-10-2021,Philippines,Philippines-Smart-PHLSR,825,101,0.89%,60.61%,12.24%,232,138,2.45
25-10-2021,Oman,Oman-Nawras-OMNNT,120,38,2.65%,93.33%,31.67%,192,303,3.99
25-10-2021,Kuwait,Kuwait-Viva-KWTKT,345,114,0.89%,96.52%,33.04%,190,100,4.79
25-10-2021,Nigeria,Nigeria-Etisalat-NGAEM,518,110,5.95%,94.98%,21.24%,187,102,3.89
25-10-2021,Netherlands,Netherlands-KPN-NLDPT,88,50,4.05%,100.00%,56.82%,167,201,3.24
25-10-2021,Italy,Italy-Vodafone-ITAOM,80,52,20.51%,100.00%,65.00%,166,191,4.74
25-10-2021,Pakistan,Pakistan-Waridtel-PAKWA,147,45,1.40%,91.16%,30.61%,156,207,6.3
25-10-2021,Austria,Austria-Mobilkom-AUTPT,101,46,7.22%,100.00%,45.54%,136,178,5.12
25-10-2021,Turkey,Turkey-Avea-TURIS,249,56,,99.20%,22.49%,132,142,4.04
25-10-2021,Greece,Greece-Cosmote-GRCCO,113,37,1.79%,99.12%,32.74%,123,200,4.27
25-10-2021,Spain,Spain-Vodafone-ESPAT,73,27,,98.63%,36.99%,92,204,4.15
25-10-2021,Chad,Chad-Mic-TCDML,40,8,7.69%,72.50%,20.00%,89,664,3.82
25-10-2021,Syria,Syria-Mtn-SYRSP,346,76,,96.24%,21.97%,88,70,6.55
25-10-2021,Belgium,Belgium-Belgacom-BELTB,68,31,4.41%,100.00%,45.59%,88,171,3.7
25-10-2021,Ireland,Ireland-Meteor-IRLME,44,22,,97.73%,50.00%,82,224,4.26
25-10-2021,Portugal,Portugal-TMN-PRTTM,67,38,1.49%,100.00%,56.72%,80,127,3.7
25-10-2021,Malaysia,Malaysia-Celcom-MYSCC,18,7,,100.00%,38.89%,80,689,4.7
25-10-2021,Georgia,Georgia-Magticom-GEOMA,213,65,2.09%,94.84%,30.52%,79,73,5.9
25-10-2021,Switzerland,Switzerland-Tdc-CHEDX,95,36,2.22%,98.95%,37.89%,73,122,3.81
25-10-2021,Qatar,Qatar-Vodafone-QATB1,78,20,,93.59%,25.64%,69,207,7.02
25-10-2021,Sweden,Sweden-Tele2-SWEIQ,50,18,,100.00%,36.00%,63,211,4.53
25-10-2021,Bosnia Herzegovina,Bosnia-Eronet-BIHER,129,40,2.42%,93.80%,31.01%,50,75,3.78
25-10-2021,Australia / Cocos-Keeling Islands,Australia-Telstra-AUSTA,35,11,,94.29%,31.43%,50,274,4.75
25-10-2021,Germany,Germany-Vodafone-DEUD2,98,31,,98.98%,31.63%,49,94,4.98
25-10-2021,Kuwait,Kuwait-Zain-KWTMT,39,16,2.63%,94.87%,41.03%,46,172,4.19
25-10-2021,Cyprus,Cyprus-MTN-CYPSC,50,19,,98.00%,38.00%,46,144,4.19
25-10-2021,Ethiopia,Ethiopia-Ethio-ETH01,161,19,,95.65%,11.80%,45,143,4.36
25-10-2021,Indonesia,Indonesia-Indosat-IDNIM,48,21,2.22%,97.92%,43.75%,41,116,4.35
25-10-2021,Ukraine,Ukraine-Kyivstar-UKRKS,40,14,,100.00%,35.00%,40,172,4.21
25-10-2021,Tunisia,Tunisia-Tunisiana-TUNTA,134,23,,86.57%,17.16%,38,99,4.1
25-10-2021,Korea (South),Korea-SK-KORSK,56,16,,94.64%,28.57%,35,132,4.26
25-10-2021,Azerbaijan,Azerbaijan-Azercel-AZEAC,41,16,2.56%,100.00%,39.02%,33,124,4.53
25-10-2021,Czech Rep.,Czech Republic-Vodafone-CZECM,9,2,11.11%,100.00%,22.22%,32,951,4.47
25-10-2021,Sudan,Sudan-Zain-SUDMO,121,19,3.13%,57.85%,15.70%,25,78,2.5
25-10-2021,Indonesia,Indonesia-Telkomsel-IDNTS,103,24,10.10%,90.29%,23.30%,23,59,4.51
25-10-2021,Nepal,Nepal-Ntc-NPLNM,103,19,,97.09%,18.45%,22,71,4.07
25-10-2021,Iraq,Iraq-Zain-IRQAT,81,15,,91.36%,18.52%,22,87,4.27
25-10-2021,Italy,Italy-TIM-Ship-ITAGT,21,7,,100.00%,33.33%,22,185,5.09
25-10-2021,Australia / Cocos-Keeling Islands,Australia-Optus-AUSOP,24,6,,100.00%,25.00%,19,186,8.19
25-10-2021,Netherlands,Netherlands-Vodafone-NLDLT,22,4,4.76%,86.36%,18.18%,18,276,4.85
25-10-2021,Albania,Albania-Eagle-ALBEM,37,13,,97.30%,35.14%,18,82,2.74
25-10-2021,Thailand,Thailand-dtacTriNet-THADT,9,4,12.50%,88.89%,44.44%,16,235,3.55
25-10-2021,Austria,Austria-Tmobile-AUTMM,36,16,5.71%,100.00%,44.44%,15,56,3.86
25-10-2021,Maldive Is.,Maldives-Dhiraagu-MDV01,20,3,,90.00%,15.00%,14,288,1.89
25-10-2021,Belgium,Belgium-Base-BELKO,7,7,14.29%,100.00%,100.00%,14,117,4.35
25-10-2021,USA/Canada,USA-ATT-USABS,6,3,,100.00%,50.00%,13,251,2.97
25-10-2021,Lebanon,Lebanon-MIC1-Alfa-LBNFL,145,7,,32.41%,4.83%,12,102,1.4
25-10-2021,Malaysia,Malaysia-Digi-MYSMT,12,7,8.33%,100.00%,58.33%,11,94,4.01
25-10-2021,India,India-Reliance,22,6,,90.91%,27.27%,11,106,7
25-10-2021,Russia,Russia-Tele2-RUST2,7,3,,71.43%,42.86%,11,212,3.54
25-10-2021,Singapore,Singapore-Mobileone-SGPM1,7,1,,100.00%,14.29%,10,604,5.44
25-10-2021,Hong Kong,Hong Kong-CSL-HKGTC,16,4,,100.00%,25.00%,9,138,3.78
25-10-2021,Burkina Faso,Burkina Faso-Airtel-BFACT,59,10,16.67%,98.31%,16.95%,9,54,4.55
25-10-2021,China,China-ChinaTelecom-CHNCT,94,11,,91.49%,11.70%,8,45,6.87
25-10-2021,Sri Lanka,Sri Lanka-Etisalat-LKACT,39,11,,87.18%,28.21%,8,45,2.23
25-10-2021,Romania,Romania-Vodafone-ROMMF,4,2,25.00%,100.00%,50.00%,8,241,5.66
25-10-2021,Croatia,Croatia-T-Mobile-HRVCN,43,13,8.11%,97.67%,30.23%,8,36,4.59
25-10-2021,Bangladesh,Bangladesh-Airtel-BGDWT,3,1,,100.00%,33.33%,8,466,0.63
25-10-2021,Hungary,Hungary-Vodafone-HUNVR,5,3,,100.00%,60.00%,8,152,3.27
25-10-2021,Morocco,Morocco-Wana-MARM3,5,1,,100.00%,20.00%,7,448,7.67
25-10-2021,Maldive Is.,Maldives-Wataniya-MDVWM,28,4,4.35%,89.29%,14.29%,7,109,2.8
25-10-2021,Poland,Poland-Era-T-Mobile-POL02,6,6,100.00%,100.00%,100.00%,7,69,5.05
25-10-2021,Australia / Cocos-Keeling Islands,Australia-Vodafone-AUSVF,12,4,,100.00%,33.33%,7,102,4.32
25-10-2021,Afghanistan,Afghanistan-Awcc-AFGAW,4,1,,100.00%,25.00%,6,364,6.23
25-10-2021,Afghanistan,Afghanistan-Roshan-AFGTD,11,1,,100.00%,9.09%,6,337,5.23
25-10-2021,Indonesia,Indonesia-Axis-IDNLT,14,2,,100.00%,14.29%,5,163,4.76
25-10-2021,Bulgaria,Bulgaria-Globul-BGRCM,6,3,,100.00%,50.00%,5,103,6.63
25-10-2021,Poland,Poland-Polkomtel-POLKM,3,2,100.00%,100.00%,66.67%,5,142,3.21
25-10-2021,Sri Lanka,Sri Lanka-Mtn-LKADG,28,5,3.57%,100.00%,17.86%,4,50,5.5
25-10-2021,Mauritius,Mauritius-Emtel-MUSEM,5,3,,100.00%,60.00%,4,77,3.47
25-10-2021,Slovakia,Slovakia-Tmobile-SVKET,7,2,14.29%,100.00%,28.57%,4,106,3.93
25-10-2021,Norway,Norway-Telenor-NORTM,4,3,,100.00%,75.00%,3,70,6.86
25-10-2021,Tunisia,Tunisia-Tunisietele-TUNTT,43,7,,95.35%,16.28%,3,29,4.76
25-10-2021,Greece,Greece-Vodafone-GRCPF,29,5,3.45%,100.00%,17.24%,3,38,3.77
25-10-2021,Japan,Japan-Softbank-JPNJP,6,3,,100.00%,50.00%,3,62,6.31
25-10-2021,Niger,Niger-Moov-NERTL,16,5,12.50%,87.50%,31.25%,3,36,1.43
25-10-2021,China,China-Unicom-CHNCU,11,2,9.09%,100.00%,18.18%,3,80,6.93
25-10-2021,Taiwan,Taiwan-Chunghwa-TWNLD,5,3,,100.00%,60.00%,3,52,4.46
25-10-2021,Austria,Austria-Orange-AUTCA,2,2,100.00%,100.00%,100.00%,2,68,5.03
25-10-2021,Brazil,Brazil-Vivo-Telemig-BRATC,2,2,100.00%,100.00%,100.00%,2,67,6.74
25-10-2021,Congo Dem. Rep. ofåÊ (former Zaire),Congo (Democrat)-Vodacom-CODVC,1,1,,100.00%,100.00%,2,131,4.98
25-10-2021,Nepal,Nepal-Ncell-NPLM2,63,4,,95.24%,6.35%,2,29,4.02
25-10-2021,Uganda,UGANDA - MOBILE MTN,17,4,,100.00%,23.53%,2,26,4.69
25-10-2021,Sudan,Sudan-Sudatel-SDNTL,43,2,3.57%,74.42%,4.65%,2,52,4.51
25-10-2021,Mauritania,Mauritania-Chinguitel-MRTCH,55,2,,98.18%,3.64%,2,50,4.9
25-10-2021,India,India-Bsnl,2,2,100.00%,100.00%,100.00%,1,41,5.66
25-10-2021,Hungary,Hungary-T-Mobile-HUNH2,10,1,,100.00%,10.00%,1,78,2.55
25-10-2021,South Africa,South Africa-MTN-ZAFMN,3,1,,100.00%,33.33%,1,75,5.87
25-10-2021,Indonesia,Indonesia-H3G-IDN89,16,4,,100.00%,25.00%,1,19,2.66
25-10-2021,Kazakhstan,Kazakhstan-Kcell-KAZKZ,1,1,100.00%,100.00%,100.00%,1,68,5.69
25-10-2021,Thailand,Thailand-AWN-THAWN,1,1,100.00%,100.00%,100.00%,1,68,5.81
25-10-2021,Belgium,Belgium-Mobistar-BELMO,3,1,33.33%,100.00%,33.33%,1,67,3.41
25-10-2021,Brazil,Brazil-Vivo-BRAV1,1,1,,100.00%,100.00%,1,67,13.18
25-10-2021,Cameroon,Cameroon-MTN-CMRMT,3,1,100.00%,33.33%,33.33%,1,67,2.11
25-10-2021,Guinea,Guinea-Areeba-GINAG,2,1,,100.00%,50.00%,1,60,5.33
25-10-2021,Uzbekistan,Uzbekistan-Coscom-UZB05,10,3,,100.00%,30.00%,1,18,3.99
25-10-2021,Bosnia Herzegovina,Bosnia-Mtel-BIHMS,5,2,,100.00%,40.00%,1,25,8.48
25-10-2021,Gambia,Gambia-Africell-GMBAC,5,5,20.00%,100.00%,100.00%,1,9,1.23
25-10-2021,Algeria,Algeria-Djezzy-DZAOT,4,2,25.00%,100.00%,50.00%,1,23,5.44
25-10-2021,Brazil,Brazil-Vivo-BRAV3,1,1,,100.00%,100.00%,1,45,5.25
25-10-2021,Iraq,Iraq-Korek-IRQKK,9,1,,22.22%,11.11%,1,44,0.62
25-10-2021,Portugal,Portugal-Vodafone-PRTTL,5,2,,100.00%,40.00%,1,21,4.84
25-10-2021,Afghanistan,Afghanistan-Etisalat-AFGEA,21,2,,100.00%,9.52%,1,21,5.24
25-10-2021,Georgia,Georgia-Geocel-GEOGC,3,1,,100.00%,33.33%,1,40,5.36
25-10-2021,New Zealand / Chatham Island (New Zealand),New Zealand-Telecom-NZLTM,2,1,,100.00%,50.00%,1,38,4.3
25-10-2021,Nigeria,Nigeria-MTN-NGAMN,32,1,,93.75%,3.13%,1,38,4.38
25-10-2021,Serbia and Montenegro,Serbia-Vip-SRBNO,10,1,,90.00%,10.00%,1,38,12.66
25-10-2021,India,India-Etisalat,12,1,,91.67%,8.33%,1,31,2.7
25-10-2021,Romania,Romania-Orange-ROMMR,8,1,,100.00%,12.50%,0,30,4.6
25-10-2021,Russia,Russia-Mts-RUS01,3,1,,100.00%,33.33%,0,21,5.81
25-10-2021,Indonesia,Indonesia-Excelcomindo-IDNEX,19,1,,100.00%,5.26%,0,17,5.38
25-10-2021,Algeria,Algeria-Wataniya-DZAWT,4,1,,100.00%,25.00%,0,15,3.65
25-10-2021,Mauritania,MAURITANIA - MURITEL MOBILES,13,1,,100.00%,7.69%,0,11,4.55
25-10-2021,Congo Dem. Rep. ofåÊ (former Zaire),Congo (Democrat)-Tigo-CODSA,6,2,,100.00%,33.33%,0,4,3.98
25-10-2021,Uzbekistan,Uzbekistan-Unitel-UZBDU,5,1,,100.00%,20.00%,0,6,4.35
25-10-2021,Lithuania,Lithuania-Bite-LTUMT,1,1,,100.00%,100.00%,0,6,0.98
25-10-2021,USA/Canada,Jamaica-Digicel-JAMDC,14,1,,7.14%,7.14%,0,4,0.11
25-10-2021,Singapore,Singapore-Singtel-SGPST,1,1,,100.00%,100.00%,0,2,2.75
25-10-2021,USA/Canada,USA-Nextel-USANC,1,1,,100.00%,100.00%,0,1,4.28
25-10-2021,Afghanistan,Afghanistan-Mtn Areeba-AFGAR,9,0,,100.00%,0.00%,0,,3.71
25-10-2021,Argentina,Argentina-Tele-ARGTP,1,0,,100.00%,0.00%,0,,1.26
25-10-2021,Bahrain,Bahrain-Viva-BHRST,102,0,,3.92%,0.00%,0,,0.85
25-10-2021,Bangladesh,Bangladesh-Axiata-BGDAK,2,0,,100.00%,0.00%,0,,2.89
25-10-2021,Belarus,Belarus-Best-BLRBT,1,0,,100.00%,0.00%,0,,5.76
25-10-2021,Benin,Benin-Etisalat-BEN02,3,0,,100.00%,0.00%,0,,4.98
25-10-2021,Brazil,Brazil-Vivo-BRAV2,3,0,,100.00%,0.00%,0,,4.72
25-10-2021,Congo,Congo-Airtel-COGCT,1,0,,0.00%,0.00%,0,,
25-10-2021,Denmark,Denmark-TelenorAS-DNKDM,2,0,,100.00%,0.00%,0,,7.27
25-10-2021,Djibouti,Djibouti-Teleco-DJIDJ,2,0,,100.00%,0.00%,0,,0.9
25-10-2021,Gabon,Gabon-Liberis-GAB01,2,0,,50.00%,0.00%,0,,3.23
25-10-2021,Ghana,Ghana-Mtn-GHASC,1,0,,0.00%,0.00%,0,,
25-10-2021,Hong Kong,Hong Kong-H3G-HKGH3,1,0,,100.00%,0.00%,0,,
25-10-2021,IntNet1,IntNet1-ONAIR-CHE-Plane-CHEOA,3,0,,66.67%,0.00%,0,,6.3
25-10-2021,IntNet1,IntNet1-Thuraya-UAE-Sat-ARETH,5,0,,100.00%,0.00%,0,,5.19
25-10-2021,Iran,Chile-ENTEL-PCS-CHLPC,1,0,,100.00%,0.00%,0,,1.63
25-10-2021,Iran,Iran-MCI-IRN11,10,0,,100.00%,0.00%,0,,9.07
25-10-2021,Iran,Iran-MTN-IRNMI,12,0,,91.67%,0.00%,0,,2.89
25-10-2021,Japan,Japan-Docomo-JPNDO,3,0,,100.00%,0.00%,0,,5.86
25-10-2021,Kyrgyz Republic,Kyrgyz-Sky-KGZ01,4,0,,100.00%,0.00%,0,,3.72
25-10-2021,Mali,Mali-Orange-MLI02,2,0,,100.00%,0.00%,0,,2.48
25-10-2021,Mauritania,Mauritania-Mauritel-MRTMM,6,0,,100.00%,0.00%,0,,3.34
25-10-2021,Mauritius,Mauritius-Orange-MUSCP,17,0,,100.00%,0.00%,0,,3.69
25-10-2021,Mexico,Mexico-Telcl-MEXTL,1,0,,0.00%,0.00%,0,,0.75
25-10-2021,Nigeria,Nigeria-Glomobile-NGAGM,1,0,,100.00%,0.00%,0,,
25-10-2021,Nigeria,Nigeria-Mtn-NGAMN,7,0,,100.00%,0.00%,0,,4.32
25-10-2021,Pakistan,Pakistan-Telenor-PAKTP,1,0,,100.00%,0.00%,0,,2.39
25-10-2021,Portugal,Portugal-Optimus-PRTOP,1,0,,100.00%,0.00%,0,,10.48
25-10-2021,Senegal,Senegal-Espresso-SENEX,2,0,,100.00%,0.00%,0,,3.67
25-10-2021,Senegal,Senegal-Sonatel-SENAZ,22,0,,95.45%,0.00%,0,,3.44
25-10-2021,South Africa,South Africa-Vodacom-S.A-ZAFVC,15,0,,86.67%,0.00%,0,,2.53
25-10-2021,Sweden,Sweden-Telenor-SWEEP,1,0,,100.00%,0.00%,0,,6.54
25-10-2021,Togo,Togo-Moov-TGOTL,9,0,,100.00%,0.00%,0,,1.23
25-10-2021,Turkey,Turkey-Vodafone-TURTS,33,0,,100.00%,0.00%,0,,6.33
25-10-2021,Uganda,Uganda-Utl-UGATL,1,0,,100.00%,0.00%,0,,6.05
25-10-2021,Ukraine,Ukraine-Astelit-UKRAS,1,0,,100.00%,0.00%,0,,3.82
25-10-2021,UNKNOWN,Russia-Tele2-RUST2,1,0,,100.00%,0.00%,0,,1.83
25-10-2021,Vietnam,Vietnam-Viettel-VNMVT,3,0,,100.00%,0.00%,0,,4.01
25-10-2021,Yemen,Yemen-Y-Telecom-YEMYY,1,0,,100.00%,0.00%,0,,2.99

