Day,Country Name,Operator Name,Attempts,Answered,A-Release %,NER,ASR,ConV Time (Min),ACT (Sec),CST (Sec)
23-10-2021,Italy,Italy-Vodafone-ITAOM,84,13,10.13%,95.24%,15.48%,25,115,4.83
23-10-2021,Albania,Albania-Eagle-ALBEM,67,21,,94.03%,31.34%,24,68,2.72
23-10-2021,Czech Rep.,Czech Republic-Vodafone-CZECM,8,6,37.50%,100.00%,75.00%,23,229,4.53
23-10-2021,Azerbaijan,Azerbaijan-Azercel-AZEAC,24,7,,100.00%,29.17%,19,159,4.56
23-10-2021,Bosnia Herzegovina,Bosnia-Eronet-BIHER,59,16,3.57%,94.92%,27.12%,18,68,3.23
23-10-2021,Morocco,Morocco-Wana-MARM3,3,2,66.67%,100.00%,66.67%,17,521,9.02
23-10-2021,Turkey,Turkey-Vodafone-TURTS,8,4,,100.00%,50.00%,16,247,6.4
23-10-2021,Djibouti,Djibouti-Teleco-DJIDJ,3,2,,100.00%,66.67%,16,474,1.86
23-10-2021,Maldive Is.,Maldives-Wataniya-MDVWM,32,5,4.35%,93.75%,15.63%,16,187,2.66
23-10-2021,Tunisia,Tunisia-Tunisietele-TUNTT,20,11,,85.00%,55.00%,15,84,4.76
23-10-2021,Romania,Romania-Orange-ROMMR,8,2,16.67%,100.00%,25.00%,15,464,3.58
23-10-2021,Burkina Faso,Burkina Faso-Airtel-BFACT,77,6,2.86%,97.40%,7.79%,15,151,4.77
23-10-2021,Qatar,Qatar-Vodafone-QATB1,51,14,,72.55%,27.45%,15,63,5.54
23-10-2021,New Zealand / Chatham Island (New Zealand),New Zealand-Telecom-NZLTM,4,1,,100.00%,25.00%,14,857,3.8
23-10-2021,Netherlands,Netherlands-Vodafone-NLDLT,23,9,,100.00%,39.13%,14,90,4.61
23-10-2021,Malaysia,Malaysia-Digi-MYSMT,26,8,8.33%,96.15%,30.77%,13,97,4.12
23-10-2021,Japan,Japan-Softbank-JPNJP,8,4,,100.00%,50.00%,13,194,7.49
23-10-2021,Sweden,Sweden-Tele2-SWEIQ,26,8,,96.15%,30.77%,13,96,5.2
23-10-2021,Sudan,Sudan-Zain-SUDMO,78,10,2.08%,70.51%,12.82%,12,72,3.18
23-10-2021,Pakistan,Pakistan-Paktel-PAKPL,1,1,,100.00%,100.00%,11,680,5.29
23-10-2021,Portugal,Portugal-TMN-PRTTM,14,5,7.14%,100.00%,35.71%,10,125,2.57
23-10-2021,Greece,Greece-Cosmote-GRCCO,49,10,2.04%,100.00%,20.41%,10,62,4.9
23-10-2021,Georgia,Georgia-Geocel-GEOGC,12,4,,91.67%,33.33%,9,138,5.43
23-10-2021,China,China-Unicom-CHNCU,10,8,100.00%,80.00%,80.00%,9,68,7.14
23-10-2021,Nepal,Nepal-Ncell-NPLM2,29,1,,100.00%,3.45%,8,509,4.62
23-10-2021,Philippines,Philippines-Globe-PHLGT,109,13,0.96%,100.00%,11.93%,8,39,5.31
23-10-2021,Chad,Chad-Mic-TCDML,28,3,17.65%,60.71%,10.71%,8,161,3.57
23-10-2021,Afghanistan,Afghanistan-Roshan-AFGTD,28,1,,100.00%,3.57%,8,481,5.38
23-10-2021,Cameroon,Cameroon-MTN-CMRMT,24,2,,29.17%,8.33%,8,233,1.74
23-10-2021,Malaysia,Malaysia-Celcom-MYSCC,19,6,,100.00%,31.58%,8,77,3.53
23-10-2021,Nepal,Nepal-Ntc-NPLNM,84,15,,95.24%,17.86%,7,27,4.34
23-10-2021,Congo Dem. Rep. ofåÊ (former Zaire),Congo (Democrat)-Vodacom-CODVC,11,3,18.18%,100.00%,27.27%,6,114,2.62
23-10-2021,Lebanon,Lebanon-MIC1-Alfa-LBNFL,115,4,,19.13%,3.48%,5,73,0.98
23-10-2021,India,India-Reliance,24,5,,70.83%,20.83%,4,50,5.04
23-10-2021,Indonesia,Indonesia-Indosat-IDNIM,12,7,,100.00%,58.33%,4,35,4.71
23-10-2021,Albania,Albania-Vodafone-ALBVF,6,2,,66.67%,33.33%,4,121,3.29
23-10-2021,Korea (South),Korea-SK-KORSK,28,3,,100.00%,10.71%,4,79,4.3
23-10-2021,Bangladesh,Bangladesh-Airtel-BGDWT,31,4,12.90%,96.77%,12.90%,3,52,2.96
23-10-2021,Sri Lanka,Sri Lanka-Etisalat-LKACT,36,5,,100.00%,13.89%,3,38,2.56
23-10-2021,Australia / Cocos-Keeling Islands,Australia-Telstra-AUSTA,17,3,6.67%,100.00%,17.65%,3,59,8.37
23-10-2021,Senegal,Senegal-Sonatel-SENAZ,37,3,,100.00%,8.11%,3,51,3.57
23-10-2021,India,India-Bsnl,4,1,,75.00%,25.00%,3,150,6.15
23-10-2021,Ghana,Ghana-Onetouch-GHAGT,2,2,,50.00%,100.00%,2,73,15.34
23-10-2021,Nigeria,Nigeria-MTN-NGAMN,36,3,,97.22%,8.33%,2,48,4.7
23-10-2021,Indonesia,Indonesia-Axis-IDNLT,15,3,13.33%,100.00%,20.00%,2,46,4.56
23-10-2021,Austria,Austria-Orange-AUTCA,3,2,100.00%,66.67%,66.67%,2,68,3.03
23-10-2021,Brazil,Brazil-Vivo-Telemig-BRATC,2,2,100.00%,100.00%,100.00%,2,68,3.77
23-10-2021,Maldive Is.,Maldives-Dhiraagu-MDV01,17,2,13.33%,94.12%,11.76%,2,67,2.49
23-10-2021,Denmark,Denmark-TelenorAS-DNKDM,2,2,100.00%,100.00%,100.00%,2,67,2.81
23-10-2021,Sweden,Sweden-Telenor-SWEEP,7,4,14.29%,100.00%,57.14%,2,30,4.53
23-10-2021,Iran,Iran-MTN-IRNMI,7,1,,100.00%,14.29%,2,120,9.22
23-10-2021,Mauritius,Mauritius-Emtel-MUSEM,5,1,,100.00%,20.00%,2,118,3.69
23-10-2021,Belgium,Belgium-Base-BELKO,6,4,,100.00%,66.67%,2,29,3.8
23-10-2021,Poland,Poland-Era-T-Mobile-POL02,3,2,33.33%,100.00%,66.67%,2,57,7.93
23-10-2021,Indonesia,Indonesia-Excelcomindo-IDNEX,10,1,,100.00%,10.00%,2,111,3.92
23-10-2021,Uganda,UGANDA - MOBILE MTN,14,2,,100.00%,14.29%,2,53,5.12
23-10-2021,Sri Lanka,Sri Lanka-Mtn-LKADG,28,2,,96.43%,7.14%,2,45,5.58
23-10-2021,Iraq,Iraq-Asiacell-IRQAC,1,1,,100.00%,100.00%,1,83,5.24
23-10-2021,Mauritius,Mauritius-Orange-MUSCP,5,1,,80.00%,20.00%,1,83,2.89
23-10-2021,Croatia,Croatia-T-Mobile-HRVCN,3,1,,100.00%,33.33%,1,80,2.23
23-10-2021,Iraq,Iraq-Zain-IRQAT,37,4,,97.30%,10.81%,1,20,5.27
23-10-2021,Iran,Iran-MCI-IRN11,8,2,,100.00%,25.00%,1,38,9.84
23-10-2021,Iraq,Iraq-Korek-IRQKK,38,1,,13.16%,2.63%,1,76,0.35
23-10-2021,Brazil,Brazil-Vivo-BRAV1,3,3,,100.00%,100.00%,1,24,5.86
23-10-2021,Gabon,Gabon-Liberis-GAB01,3,2,66.67%,66.67%,66.67%,1,34,4.67
23-10-2021,Thailand,Thailand-AWN-THAWN,1,1,100.00%,100.00%,100.00%,1,68,5.84
23-10-2021,Slovakia,Slovakia-Tmobile-SVKET,2,1,50.00%,100.00%,50.00%,1,68,3.3
23-10-2021,Kazakhstan,Kazakhstan-Kcell-KAZKZ,1,1,100.00%,100.00%,100.00%,1,67,5.63
23-10-2021,Belgium,Belgium-Mobistar-BELMO,1,1,100.00%,100.00%,100.00%,1,67,3.49
23-10-2021,Afghanistan,Afghanistan-Etisalat-AFGEA,34,1,,94.12%,2.94%,1,61,4.29
23-10-2021,Guinea,Guinea-Areeba-GINAG,3,1,,100.00%,33.33%,1,54,5.57
23-10-2021,Mali,Mali-Orange-MLI02,6,2,,100.00%,33.33%,1,27,2.5
23-10-2021,China,China-ChinaTelecom-CHNCT,67,2,,85.07%,2.99%,1,25,6.84
23-10-2021,Hungary,Hungary-Vodafone-HUNVR,2,1,,100.00%,50.00%,1,48,4.98
23-10-2021,Brunei Darussalam,Brunei-Dst-BRNDS,3,2,,100.00%,66.67%,1,19,9.6
23-10-2021,Afghanistan,Afghanistan-Mtn Areeba-AFGAR,18,4,,100.00%,22.22%,0,7,4.58
23-10-2021,Australia / Cocos-Keeling Islands,Australia-Vodafone-AUSVF,1,1,100.00%,100.00%,100.00%,0,21,3.96
23-10-2021,Gambia,Gambia-Africell-GMBAC,4,4,75.00%,75.00%,100.00%,0,4,1.24
23-10-2021,Taiwan,Taiwan-Chunghwa-TWNLD,6,1,,83.33%,16.67%,0,16,3.74
23-10-2021,Thailand,Thailand-dtacTriNet-THADT,8,1,,62.50%,12.50%,0,15,3.11
23-10-2021,France,France-FreeMobile-FRAFM,1,1,100.00%,100.00%,100.00%,0,7,1.93
23-10-2021,Congo Dem. Rep. ofåÊ (former Zaire),Congo (Democrat)-Tigo-CODSA,1,1,100.00%,100.00%,100.00%,0,2,6.74
23-10-2021,Nigeria,Nigeria-Mtn-NGAMN,6,1,,100.00%,16.67%,0,1,4.56
23-10-2021,Australia / Cocos-Keeling Islands,Australia-Optus-AUSOP,16,1,,93.75%,6.25%,0,1,5.19
23-10-2021,Algeria,Algeria-Djezzy-DZAOT,1,0,,100.00%,0.00%,0,,6.05
23-10-2021,Algeria,Algeria-Wataniya-DZAWT,12,0,,100.00%,0.00%,0,,3.9
23-10-2021,Bahrain,Bahrain-Viva-BHRST,2,0,,100.00%,0.00%,0,,3.43
23-10-2021,Belarus,Belarus-Best-BLRBT,1,0,,100.00%,0.00%,0,,5.52
23-10-2021,Benin,Benin-Etisalat-BEN02,1,0,,100.00%,0.00%,0,,
23-10-2021,Bosnia Herzegovina,Bosnia-Mtel-BIHMS,1,0,,100.00%,0.00%,0,,5.18
23-10-2021,Brazil,Brazil-Vivo-BRAV2,6,0,,100.00%,0.00%,0,,5.56
23-10-2021,Congo Dem. Rep. ofåÊ (former Zaire),Congo (Democrat)-Airtel-CODCT,1,0,,100.00%,0.00%,0,,7.38
23-10-2021,Greece,Greece-Vodafone-GRCPF,4,0,,100.00%,0.00%,0,,3.09
23-10-2021,Guinea,Guinea-Orange-GINGS,12,0,,8.33%,0.00%,0,,1.82
23-10-2021,Hungary,Hungary-T-Mobile-HUNH2,1,0,,100.00%,0.00%,0,,4.44
23-10-2021,India,India-Etisalat,1,0,,100.00%,0.00%,0,,4.62
23-10-2021,Indonesia,Indonesia-H3G-IDN89,7,0,,100.00%,0.00%,0,,3.53
23-10-2021,IntNet1,IntNet1-ONAIR-CHE-Plane-CHEOA,20,0,,95.00%,0.00%,0,,5.68
23-10-2021,Japan,Japan-Docomo-JPNDO,3,0,,100.00%,0.00%,0,,5.79
23-10-2021,Liechtenstein,Liechtenstein-Mobilkom-LIEMK,5,0,,20.00%,0.00%,0,,11.16
23-10-2021,Luxembourg,Luxembourg-Orange-LUXVM,1,0,,100.00%,0.00%,0,,4.72
23-10-2021,Macedonia,Macedonia-Vip-MKDNO,2,0,,100.00%,0.00%,0,,4.68
23-10-2021,Mauritania,Mauritania-Chinguitel-MRTCH,27,0,,92.59%,0.00%,0,,4.87
23-10-2021,Mauritania,Mauritania-Mauritel-MRTMM,15,0,,100.00%,0.00%,0,,3.29
23-10-2021,Mauritania,MAURITANIA - MURITEL MOBILES,6,0,,100.00%,0.00%,0,,5.47
23-10-2021,Niger,Niger-Moov-NERTL,4,0,,100.00%,0.00%,0,,1.35
23-10-2021,Nigeria,Nigeria-Glomobile-NGAGM,1,0,,100.00%,0.00%,0,,6.3
23-10-2021,Portugal,Portugal-Vodafone-PRTTL,2,0,,100.00%,0.00%,0,,3.68
23-10-2021,Romania,Romania-Cosmote-ROMCS,5,0,,100.00%,0.00%,0,,5.16
23-10-2021,Romania,Romania-Vodafone-ROMMF,10,0,,80.00%,0.00%,0,,3.47
23-10-2021,Russia,Russia-Mts-RUS01,1,0,,100.00%,0.00%,0,,1.62
23-10-2021,South Africa,South Africa-Vodacom-S.A-ZAFVC,10,0,,80.00%,0.00%,0,,1.3
23-10-2021,Sri Lanka,Sri Lanka-Mobitel-LKA71,2,0,,100.00%,0.00%,0,,5.55
23-10-2021,Togo,Togo-Moov-TGOTL,3,0,,100.00%,0.00%,0,,1.19
23-10-2021,Uganda,Uganda-Utl-UGATL,1,0,,100.00%,0.00%,0,,7.3
23-10-2021,Uzbekistan,Uzbekistan-Coscom-UZB05,3,0,,100.00%,0.00%,0,,4.8
23-10-2021,Uzbekistan,Uzbekistan-Unitel-UZBDU,1,0,,100.00%,0.00%,0,,4.65
23-10-2021,Vietnam,Vietnam-Viettel-VNMVT,2,0,,100.00%,0.00%,0,,7.05

